71,1630027677.4555387
72,1630027679.0912704
72,1630027681.2274299
72,1630027683.931109
71,1630027686.4740858
72,1630027688.5874226
71,1630027690.6837964
71,1630027692.7808669
71,1630027694.949386
71,1630027697.0333464
71,1630027699.1376436
71,1630027701.4027581
72,1630027703.488907
72,1630027705.5609488
71,1630027707.6306808
71,1630027709.8763623
71,1630027711.9740543
71,1630027714.0610747
72,1630027716.1315272
72,1630027718.234263
71,1630027720.3383207
72,1630027722.4394217
71,1630027724.5332327
72,1630027726.6037457
71,1630027728.6952515
71,1630027730.7718687
71,1630027732.9270585
72,1630027735.036016
72,1630027737.1588125
71,1630027739.3281467
72,1630027741.626721
72,1630027744.094318
72,1630027746.548677
71,1630027748.6871345
72,1630027750.8417592
72,1630027752.9270444
72,1630027755.0111492
71,1630027757.1055088
71,1630027759.2203057
71,1630027761.2961664
72,1630027763.3674936
71,1630027765.454725
72,1630027767.6347845
72,1630027769.7046797
72,1630027771.7569182
71,1630027773.926189
71,1630027775.996775
71,1630027778.1124544
71,1630027780.1898837
71,1630027782.3287125
71,1630027784.420598
71,1630027794.0204637
72,1630027794.0267088
71,1630027796.1089547
71,1630027798.1870208
71,1630027800.6515996
71,1630027803.1498928
71,1630027805.8237693
72,1630027808.0247092
72,1630027810.1210449
72,1630027812.1985185
72,1630027814.2860198
71,1630027816.3760893
71,1630027818.4661002
71,1630027820.5474503
71,1630027822.6312833
72,1630027824.7184873
71,1630027826.8196812
71,1630027828.929176
71,1630027831.0226443
72,1630027833.1306655
71,1630027835.1996946
71,1630027837.3368723
72,1630027839.4249487
72,1630027841.5692935
72,1630027843.712719
71,1630027845.801737
71,1630027847.8812842
72,1630027850.0575714
72,1630027852.12679
72,1630027854.2301953
71,1630027856.455019
71,1630027858.532267
71,1630027860.6215057
72,1630027863.1590743
72,1630027865.6423044
72,1630027873.6466155
72,1630027874.7249439
71,1630027876.7971385
71,1630027878.9236608
71,1630027881.1014838
71,1630027883.1693885
71,1630027885.2953002
71,1630027887.3915691
72,1630027889.4810245
71,1630027891.5556123
72,1630027893.7835069
71,1630027895.958522
71,1630027898.0951183
72,1630027900.2070534
71,1630027902.3266318
71,1630027904.40994
71,1630027906.4944816
71,1630027908.63175
72,1630027910.7249954
72,1630027912.8091767
72,1630027914.8993502
72,1630027916.9840162
71,1630027919.2219002
71,1630027921.3335195
72,1630027923.6290987
71,1630027926.0721047
72,1630027928.2857661
72,1630027930.4065902
71,1630027932.4723973
71,1630027934.5768094
71,1630027936.666837
72,1630027938.8447828
71,1630027941.0115452
72,1630027943.069011
71,1630027945.1626465
71,1630027947.3379204
72,1630027949.4194973
72,1630027951.5264645
71,1630027953.6537566
71,1630027955.7729766
71,1630027957.967708
72,1630027960.2103639
72,1630027962.3699758
72,1630027964.5005705
72,1630027966.6450243
71,1630027968.7247202
71,1630027970.8129146
72,1630027972.9246294
72,1630027975.0116282
72,1630027977.511671
71,1630027979.639638
71,1630027982.0566287
71,1630027985.0341737
72,1630027987.1945393
71,1630027989.3343344
71,1630027991.4345553
71,1630027993.560934
72,1630028048.788285
72,1630028048.8409338
72,1630028051.0259643
71,1630028053.1781273
70,1630028055.327549
71,1630028057.4401834
72,1630028059.5321114
71,1630028061.6327057
72,1630028063.9110727
71,1630028066.0003848
71,1630028068.06385
71,1630028070.1313703
71,1630028072.377504
71,1630028074.4613016
71,1630028076.5361807
71,1630028078.6794884
71,1630028080.926293
72,1630028083.0333884
72,1630028085.225168
72,1630028087.3153076
71,1630028089.4039905
71,1630028091.5511343
72,1630028093.6767228
71,1630028095.826451
71,1630028097.9263198
71,1630028100.3245378
71,1630028102.9739926
71,1630028105.655939
71,1630028108.1212666
72,1630028110.3179238
70,1630028112.4330466
72,1630028114.6324043
71,1630028116.7210577
71,1630028118.7890325
71,1630028120.8829036
71,1630028122.9759874
71,1630028125.1301818
71,1630028127.327362
71,1630028129.5014517
72,1630028131.5919058
72,1630028140.733883
71,1630028140.7626474
71,1630028143.0254645
72,1630028145.1727815
72,1630028147.2654088
71,1630028149.4244764
71,1630028151.5339546
71,1630028153.6090496
71,1630028155.7194812
72,1630028157.833965
72,1630028159.9162378
71,1630028162.6120222
71,1630028171.9731672
71,1630028172.0348368
71,1630028174.1927924
72,1630028176.2750223
72,1630028178.3457558
72,1630028180.4349759
71,1630028182.5128944
71,1630028184.6026225
71,1630028186.673102
72,1630028188.9422421
72,1630028191.10578
71,1630028193.199979
71,1630028195.277609
71,1630028197.3882418
71,1630028199.5337548
71,1630028201.6587198
72,1630028203.8127844
72,1630028205.9298236
71,1630028208.0326343
71,1630028210.116007
72,1630028212.189561
71,1630028214.2835665
71,1630028216.4247398
71,1630028218.6143374
71,1630028220.8409634
71,1630028223.447096
72,1630028226.0973096
72,1630028228.2027097
71,1630028230.325446
72,1630028232.5235393
71,1630028234.6858897
72,1630028236.7738929
72,1630028238.8202226
72,1630028240.9118364
72,1630028243.0375097
71,1630028245.175602
71,1630028247.2752547
72,1630028249.3660195
71,1630028251.4452999
71,1630028253.557249
71,1630028255.8776238
72,1630028258.0483704
72,1630028260.1694732
72,1630028262.2932096
72,1630028264.4247668
72,1630028266.7323968
71,1630028268.823658
71,1630028270.9283235
71,1630028272.9878325
72,1630028275.1096528
71,1630028277.3135026
72,1630028279.4836524
72,1630028281.7556229
72,1630028284.1280093
71,1630028286.5424936
71,1630028288.6772337
72,1630028290.8086665
72,1630028292.9374864
71,1630028295.235069
72,1630028297.3351746
72,1630028299.4350877
72,1630028301.5197806
71,1630028303.6057754
71,1630028305.6889656
72,1630028307.824211
72,1630028309.9266784
71,1630028312.0382264
72,1630028314.1569364
72,1630028316.3635592
72,1630028318.5515873
72,1630028320.6565926
72,1630028322.8248048
72,1630028324.8989902
72,1630028326.9807897
71,1630028329.047849
71,1630028331.1696055
72,1630028333.2865992
72,1630028335.3592234
71,1630028337.4185114
71,1630028339.4965386
71,1630028342.1066673
71,1630028344.6409032
72,1630028347.1648383
72,1630028349.2456126
72,1630028351.4037635
72,1630028353.488371
72,1630028355.5980124
72,1630028357.6832113
72,1630028359.764061
72,1630028361.8257575
72,1630028364.0272238
72,1630028366.124832
71,1630028368.2268672
71,1630028370.4247513
71,1630028372.5920534
71,1630028374.7648103
71,1630028376.847885
71,1630028378.9283924
71,1630028381.0740933
71,1630028383.2497811
71,1630028385.3396606
71,1630028387.411455
71,1630028389.5293548
71,1630028391.6941566
72,1630028393.752906
72,1630028395.8388314
71,1630028397.9323468
71,1630028400.081248
71,1630028402.5814233
71,1630028405.0246773
