76,1630027677.455581
76,1630027679.142263
76,1630027681.3412786
76,1630027683.8947594
76,1630027686.527538
76,1630027688.7007768
76,1630027690.7848413
76,1630027692.9098794
76,1630027695.0274844
76,1630027697.296123
77,1630027699.3704367
76,1630027701.4509816
77,1630027703.5327566
76,1630027705.634831
76,1630027707.7252944
76,1630027709.8188422
76,1630027711.928764
76,1630027714.0178292
77,1630027716.1251893
76,1630027718.195269
76,1630027720.2832127
76,1630027722.3614907
76,1630027724.5234358
77,1630027726.686204
77,1630027728.7746437
77,1630027730.8712113
76,1630027732.9981377
76,1630027735.168305
76,1630027737.3315713
76,1630027739.4876547
76,1630027741.8859622
76,1630027744.4321702
76,1630027747.2238429
76,1630027749.3957372
76,1630027751.4568226
76,1630027753.5366168
77,1630027755.6355815
76,1630027757.7143176
76,1630027759.8209214
76,1630027761.885427
76,1630027763.9423795
77,1630027766.177906
77,1630027768.2567675
77,1630027770.324113
77,1630027772.4201803
77,1630027774.478358
76,1630027776.6360497
76,1630027778.6940458
76,1630027780.7976031
77,1630027783.0115886
76,1630027794.022504
76,1630027795.148176
76,1630027797.226685
76,1630027799.2865849
76,1630027801.571798
77,1630027804.009584
77,1630027806.557156
77,1630027808.7025244
77,1630027810.7894082
77,1630027812.86119
77,1630027814.9461083
76,1630027817.0958455
76,1630027819.18612
77,1630027821.2612264
77,1630027823.371722
77,1630027825.463985
76,1630027827.640476
76,1630027829.7368019
76,1630027831.8383262
76,1630027833.9042647
76,1630027836.027851
76,1630027838.0994713
76,1630027840.2236013
76,1630027842.3841047
76,1630027844.4872682
76,1630027846.5565338
76,1630027848.635182
76,1630027850.9316404
77,1630027853.0345697
76,1630027855.2071068
76,1630027857.271575
76,1630027859.499691
77,1630027861.613298
77,1630027864.0685396
76,1630027866.6296942
76,1630027873.6499097
77,1630027875.7580178
77,1630027877.8305585
77,1630027879.919602
76,1630027882.107455
76,1630027884.270467
76,1630027886.3394203
76,1630027888.4224176
76,1630027890.528809
76,1630027892.6908684
76,1630027894.8022485
76,1630027896.88064
76,1630027899.0114875
76,1630027901.075129
76,1630027903.2343657
76,1630027905.3751366
76,1630027907.510997
76,1630027909.6742523
77,1630027911.7455976
77,1630027913.8139646
76,1630027915.937669
76,1630027918.0246913
76,1630027920.2487197
77,1630027922.701893
77,1630027925.138649
77,1630027927.2207031
76,1630027929.287548
76,1630027931.424959
76,1630027933.5718405
76,1630027935.719749
76,1630027937.9507167
77,1630027940.1930227
76,1630027942.261933
76,1630027944.4399543
76,1630027946.6359048
77,1630027948.7253633
77,1630027950.931599
77,1630027953.0676608
77,1630027955.2144814
77,1630027957.2867613
77,1630027959.4342966
77,1630027961.5183067
77,1630027963.6360588
77,1630027965.7717524
76,1630027967.8889542
76,1630027969.9844935
77,1630027972.0927908
